x-axis,1KHZ,3
second,Volt,Volt
-50.800000E+00,,
-50.798600E+00,,
-50.797200E+00,,
-50.795800E+00,,
-50.794400E+00,,
-50.793000E+00,,
-50.791600E+00,,
-50.790200E+00,,
-50.788800E+00,,
-50.787400E+00,,
-50.786000E+00,,
-50.784600E+00,,
-50.783200E+00,,
-50.781800E+00,,
-50.780400E+00,,
-50.779000E+00,,
-50.777600E+00,,
-50.776200E+00,,
-50.774800E+00,,
-50.773400E+00,,
-50.772000E+00,,
-50.770600E+00,,
-50.769200E+00,,
-50.767800E+00,,
-50.766400E+00,,
-50.765000E+00,,
-50.763600E+00,,
-50.762200E+00,,
-50.760800E+00,,
-50.759400E+00,,
-50.758000E+00,,
-50.756600E+00,,
-50.755200E+00,,
-50.753799E+00,,
-50.752399E+00,,
-50.750999E+00,,
-50.749599E+00,,
-50.748199E+00,,
-50.746799E+00,,
-50.745399E+00,,
-50.743999E+00,,
-50.742599E+00,,
-50.741199E+00,,
-50.739799E+00,,
-50.738399E+00,,
-50.736999E+00,,
-50.735599E+00,,
-50.734199E+00,,
-50.732799E+00,,
-50.731399E+00,,
-50.729999E+00,,
-50.728599E+00,,
-50.727199E+00,,
-50.725799E+00,,
-50.724399E+00,,
-50.722999E+00,,
-50.721599E+00,,
-50.720199E+00,,
-50.718799E+00,,
-50.717399E+00,,
-50.715999E+00,,
-50.714599E+00,,
-50.713199E+00,,
-50.711799E+00,,
-50.710399E+00,,
-50.708999E+00,,
-50.707599E+00,,
-50.706199E+00,,
-50.704799E+00,,
-50.703399E+00,,
-50.701999E+00,,
-50.700599E+00,,
-50.699199E+00,,
-50.697799E+00,,
-50.696399E+00,,
-50.694999E+00,,
-50.693599E+00,,
-50.692199E+00,,
-50.690799E+00,,
-50.689399E+00,,
-50.687999E+00,,
-50.686599E+00,,
-50.685199E+00,,
-50.683799E+00,,
-50.682399E+00,,
-50.680999E+00,,
-50.679599E+00,,
-50.678199E+00,,
-50.676799E+00,,
-50.675399E+00,,
-50.673999E+00,,
-50.672599E+00,,
-50.671199E+00,,
-50.669799E+00,,
-50.668399E+00,,
-50.666999E+00,,
-50.665599E+00,,
-50.664198E+00,,
-50.662798E+00,,
-50.661398E+00,,
-50.659998E+00,,
-50.658598E+00,,
-50.657198E+00,,
-50.655798E+00,,
-50.654398E+00,,
-50.652998E+00,,
-50.651598E+00,,
-50.650198E+00,,
-50.648798E+00,,
-50.647398E+00,,
-50.645998E+00,,
-50.644598E+00,,
-50.643198E+00,,
-50.641798E+00,,
-50.640398E+00,,
-50.638998E+00,,
-50.637598E+00,,
-50.636198E+00,,
-50.634798E+00,,
-50.633398E+00,,
-50.631998E+00,,
-50.630598E+00,,
-50.629198E+00,,
-50.627798E+00,,
-50.626398E+00,,
-50.624998E+00,,
-50.623598E+00,,
-50.622198E+00,,
-50.620798E+00,,
-50.619398E+00,,
-50.617998E+00,,
-50.616598E+00,,
-50.615198E+00,,
-50.613798E+00,,
-50.612398E+00,,
-50.610998E+00,,
-50.609598E+00,,
-50.608198E+00,,
-50.606798E+00,,
-50.605398E+00,,
-50.603998E+00,,
-50.602598E+00,,
-50.601198E+00,,
-50.599798E+00,,
-50.598398E+00,,
-50.596998E+00,,
-50.595598E+00,,
-50.594198E+00,,
-50.592798E+00,,
-50.591398E+00,,
-50.589998E+00,,
-50.588598E+00,,
-50.587198E+00,,
-50.585798E+00,,
-50.584398E+00,,
-50.582998E+00,,
-50.581598E+00,,
-50.580198E+00,,
-50.578798E+00,,
-50.577398E+00,,
-50.575998E+00,,
-50.574597E+00,,
-50.573197E+00,,
-50.571797E+00,,
-50.570397E+00,,
-50.568997E+00,,
-50.567597E+00,,
-50.566197E+00,,
-50.564797E+00,,
-50.563397E+00,,
-50.561997E+00,,
-50.560597E+00,,
-50.559197E+00,,
-50.557797E+00,,
-50.556397E+00,,
-50.554997E+00,,
-50.553597E+00,,
-50.552197E+00,,
-50.550797E+00,,
-50.549397E+00,,
-50.547997E+00,,
-50.546597E+00,,
-50.545197E+00,,
-50.543797E+00,,
-50.542397E+00,,
-50.540997E+00,,
-50.539597E+00,,
-50.538197E+00,,
-50.536797E+00,,
-50.535397E+00,,
-50.533997E+00,,
-50.532597E+00,,
-50.531197E+00,,
-50.529797E+00,,
-50.528397E+00,,
-50.526997E+00,,
-50.525597E+00,,
-50.524197E+00,,
-50.522797E+00,,
-50.521397E+00,,
-50.519997E+00,,
-50.518597E+00,,
-50.517197E+00,,
-50.515797E+00,,
-50.514397E+00,,
-50.512997E+00,,
-50.511597E+00,,
-50.510197E+00,,
-50.508797E+00,,
-50.507397E+00,,
-50.505997E+00,,
-50.504597E+00,,
-50.503197E+00,,
-50.501797E+00,,
-50.500397E+00,,
-50.498997E+00,,
-50.497597E+00,,
-50.496197E+00,,
-50.494797E+00,,
-50.493397E+00,,
-50.491997E+00,,
-50.490597E+00,,
-50.489197E+00,,
-50.487797E+00,,
-50.486397E+00,,
-50.484996E+00,,
-50.483596E+00,,
-50.482196E+00,,
-50.480796E+00,,
-50.479396E+00,,
-50.477996E+00,,
-50.476596E+00,,
-50.475196E+00,,
-50.473796E+00,,
-50.472396E+00,,
