x-axis,1KHZ,2,3
second,Volt,Volt,Volt
-194.136345E-03,+802.693481E-03,+430.930929E-03,-115.271963E-03
-194.130041E-03,+769.220818E-03,+413.859885E-03,-115.271963E-03
-194.123737E-03,+819.429881E-03,+448.002058E-03,-115.271963E-03
-194.117433E-03,+785.957164E-03,+430.930957E-03,-115.271906E-03
-194.111129E-03,+802.693565E-03,+430.930987E-03,-81.799161E-03
-194.104825E-03,+819.429909E-03,+448.002057E-03,-81.799103E-03
-194.098521E-03,+802.693537E-03,+430.930957E-03,-48.326416E-03
-194.092217E-03,+802.693566E-03,+430.930957E-03,-81.799219E-03
-194.085913E-03,+819.429879E-03,+430.931017E-03,-115.271963E-03
-194.079609E-03,+785.957195E-03,+465.073095E-03,-115.271844E-03
-194.073305E-03,+819.429878E-03,+396.788728E-03,-48.326418E-03
-194.067001E-03,+785.957196E-03,+413.859858E-03,-81.799161E-03
-194.060697E-03,+819.429907E-03,+430.930957E-03,-81.799161E-03
-194.054393E-03,+802.693537E-03,+430.930957E-03,-81.799161E-03
-194.048089E-03,+802.693506E-03,+430.930957E-03,-81.799161E-03
-194.041785E-03,+785.957135E-03,+430.930989E-03,-81.799099E-03
-194.035480E-03,+785.957198E-03,+448.002087E-03,-48.326483E-03
-194.029176E-03,+819.429938E-03,+448.002087E-03,-115.271900E-03
-194.022872E-03,+819.429906E-03,+448.002087E-03,-81.799287E-03
-194.016568E-03,+802.693537E-03,+448.002087E-03,-148.744766E-03
-194.010264E-03,+802.693569E-03,+448.002054E-03,-148.744638E-03
-194.003960E-03,+819.429906E-03,+430.930859E-03,-81.799161E-03
-193.997656E-03,+802.693504E-03,+379.717700E-03,-81.799161E-03
-193.991352E-03,+785.957168E-03,+448.002087E-03,-81.799226E-03
-193.985048E-03,+802.693537E-03,+448.002053E-03,-115.271898E-03
-193.978744E-03,+802.693537E-03,+430.930856E-03,-81.799161E-03
-193.972440E-03,+802.693503E-03,+379.717602E-03,-81.799161E-03
-193.966136E-03,+785.957202E-03,+396.788766E-03,-81.799228E-03
-193.959832E-03,+819.429904E-03,+430.930957E-03,-115.271896E-03
-193.953528E-03,+802.693537E-03,+430.930888E-03,-81.799093E-03
-193.947224E-03,+802.693537E-03,+396.788767E-03,-48.326494E-03
-193.940920E-03,+802.693468E-03,+430.930957E-03,-115.271895E-03
-193.934616E-03,+769.220803E-03,+430.930957E-03,-81.799092E-03
-193.928312E-03,+802.693537E-03,+430.930957E-03,-48.326427E-03
-193.922008E-03,+802.693502E-03,+430.930922E-03,-81.799091E-03
-193.915704E-03,+785.957135E-03,+413.859827E-03,-48.326428E-03
-193.909399E-03,+785.957171E-03,+413.859827E-03,-81.799090E-03
-193.903095E-03,+802.693501E-03,+413.859864E-03,-48.326571E-03
-193.896791E-03,+785.957135E-03,+430.930921E-03,-148.744766E-03
-193.890487E-03,+785.957135E-03,+413.859864E-03,-148.744766E-03
-193.884183E-03,+785.957171E-03,+430.930957E-03,-148.744549E-03
-193.877879E-03,+802.693537E-03,+430.930957E-03,-48.326431E-03
-193.871575E-03,+802.693500E-03,+430.930994E-03,-81.799161E-03
