x-axis,2,3
second,Volt,Volt
-11.0000000E+00,+618.7134E-03,+236.9247E-03
-10.9996500E+00,+601.6423E-03,+236.9247E-03
-10.9993000E+00,+601.6423E-03,+69.5606E-03
-10.9989500E+00,+635.7845E-03,+236.9247E-03
-10.9986000E+00,+618.7134E-03,+404.2887E-03
-10.9982500E+00,+618.7134E-03,+236.9247E-03
-10.9979000E+00,+567.5000E-03,+404.2887E-03
-10.9975500E+00,+618.7134E-03,-97.8034E-03
-10.9972000E+00,+601.6423E-03,+236.9247E-03
-10.9968500E+00,+652.8556E-03,+236.9247E-03
-10.9965000E+00,+669.9268E-03,+69.5606E-03
-10.9961500E+00,+635.7845E-03,+69.5606E-03
-10.9958000E+00,+618.7134E-03,-265.1674E-03
-10.9954500E+00,+601.6423E-03,+69.5606E-03
-10.9951000E+00,+601.6423E-03,+69.5606E-03
-10.9947500E+00,+584.5711E-03,+69.5606E-03
-10.9944000E+00,+601.6423E-03,+69.5606E-03
-10.9940500E+00,+618.7134E-03,-97.8034E-03
-10.9937000E+00,+635.7845E-03,+236.9247E-03
-10.9933500E+00,+618.7134E-03,+236.9247E-03
-10.9930000E+00,+618.7134E-03,+236.9247E-03
-10.9926500E+00,+601.6423E-03,+236.9247E-03
-10.9923000E+00,+635.7845E-03,+69.5606E-03
-10.9919500E+00,+601.6423E-03,+236.9247E-03
-10.9916000E+00,+601.6423E-03,+69.5606E-03
-10.9912500E+00,+635.7845E-03,+69.5606E-03
-10.9909000E+00,+635.7845E-03,+236.9247E-03
-10.9905500E+00,+635.7845E-03,+236.9247E-03
-10.9902000E+00,+601.6423E-03,+404.2887E-03
-10.9898500E+00,+635.7845E-03,+69.5606E-03
-10.9895000E+00,+635.7845E-03,+69.5606E-03
-10.9891500E+00,+618.7134E-03,+236.9247E-03
-10.9888000E+00,+618.7134E-03,+69.5606E-03
-10.9884500E+00,+567.5000E-03,+69.5606E-03
-10.9881000E+00,+635.7845E-03,+236.9247E-03
-10.9877500E+00,+601.6423E-03,+69.5606E-03
-10.9874000E+00,+567.5000E-03,+236.9247E-03
-10.9870500E+00,+601.6423E-03,+69.5606E-03
-10.9867000E+00,+618.7134E-03,+236.9247E-03
-10.9863500E+00,+601.6423E-03,+69.5606E-03
-10.9860000E+00,+601.6423E-03,-97.8034E-03
-10.9856500E+00,+584.5711E-03,+404.2887E-03
-10.9853000E+00,+635.7845E-03,+236.9247E-03
-10.9849500E+00,+635.7845E-03,+69.5606E-03
-10.9846000E+00,+618.7134E-03,+69.5607E-03
-10.9842500E+00,+584.5711E-03,+236.9247E-03
-10.9839000E+00,+652.8556E-03,+236.9247E-03
-10.9835500E+00,+567.5000E-03,+236.9247E-03
-10.9832000E+00,+601.6423E-03,+404.2887E-03
-10.9828500E+00,+618.7134E-03,-97.8034E-03
-10.9825000E+00,+601.6423E-03,+69.5607E-03
-10.9821500E+00,+601.6423E-03,+236.9247E-03
-10.9818000E+00,+601.6423E-03,+236.9247E-03
-10.9814500E+00,+601.6423E-03,+69.5607E-03
-10.9811000E+00,+584.5711E-03,+236.9247E-03
-10.9807500E+00,+618.7134E-03,+236.9247E-03
-10.9804000E+00,+618.7134E-03,-97.8034E-03
-10.9800500E+00,+618.7134E-03,-97.8034E-03
-10.9797000E+00,+601.6423E-03,+236.9247E-03
-10.9793500E+00,+584.5711E-03,+69.5606E-03
-10.9790000E+00,+618.7134E-03,+69.5606E-03
-10.9786500E+00,+618.7134E-03,+69.5606E-03
-10.9783000E+00,+635.7845E-03,+69.5606E-03
-10.9779499E+00,+601.6423E-03,+69.5606E-03
-10.9775999E+00,+618.7134E-03,+69.5606E-03
-10.9772499E+00,+567.5000E-03,+69.5607E-03
-10.9768999E+00,+601.6423E-03,+236.9247E-03
-10.9765499E+00,+601.6423E-03,+69.5606E-03
-10.9761999E+00,+652.8556E-03,-97.8034E-03
-10.9758499E+00,+635.7845E-03,+69.5607E-03
-10.9754999E+00,+669.9268E-03,+236.9247E-03
-10.9751499E+00,+635.7845E-03,+236.9247E-03
-10.9747999E+00,+567.5000E-03,+236.9247E-03
-10.9744499E+00,+635.7845E-03,+69.5607E-03
-10.9740999E+00,+618.7134E-03,+236.9247E-03
-10.9737499E+00,+618.7134E-03,+404.2887E-03
-10.9733999E+00,+584.5711E-03,+69.5606E-03
-10.9730499E+00,+567.5000E-03,-97.8034E-03
-10.9726999E+00,+584.5711E-03,-97.8034E-03
-10.9723499E+00,+601.6423E-03,+69.5606E-03
-10.9719999E+00,+601.6423E-03,+69.5607E-03
-10.9716499E+00,+601.6423E-03,+236.9247E-03
-10.9712999E+00,+618.7134E-03,+236.9247E-03
-10.9709499E+00,+567.5000E-03,+404.2887E-03
-10.9705999E+00,+635.7845E-03,+236.9247E-03
-10.9702499E+00,+618.7134E-03,+236.9247E-03
-10.9698999E+00,+601.6423E-03,-97.8034E-03
-10.9695499E+00,+601.6423E-03,+69.5606E-03
-10.9691999E+00,+635.7845E-03,+69.5606E-03
-10.9688499E+00,+601.6423E-03,+69.5606E-03
-10.9684999E+00,+601.6423E-03,+69.5606E-03
-10.9681499E+00,+567.5000E-03,+69.5607E-03
-10.9677999E+00,+584.5711E-03,+404.2887E-03
-10.9674499E+00,+601.6423E-03,-265.1674E-03
-10.9670999E+00,+601.6423E-03,+236.9247E-03
-10.9667499E+00,+601.6423E-03,+236.9247E-03
-10.9663999E+00,+618.7134E-03,+69.5606E-03
-10.9660499E+00,+618.7134E-03,+69.5607E-03
-10.9656999E+00,+618.7134E-03,+236.9247E-03
-10.9653499E+00,+618.7134E-03,+69.5606E-03
-10.9649999E+00,+584.5711E-03,+69.5606E-03
-10.9646499E+00,+635.7845E-03,+69.5607E-03
-10.9642999E+00,+567.5000E-03,+236.9247E-03
-10.9639499E+00,+601.6423E-03,+236.9247E-03
-10.9635999E+00,+567.5000E-03,+236.9247E-03
-10.9632499E+00,+601.6423E-03,+236.9247E-03
-10.9628999E+00,+567.5000E-03,+69.5606E-03
-10.9625499E+00,+601.6423E-03,-97.8034E-03
-10.9621999E+00,+601.6423E-03,+69.5606E-03
-10.9618499E+00,+584.5711E-03,+69.5606E-03
-10.9614999E+00,+601.6423E-03,+69.5607E-03
-10.9611499E+00,+618.7134E-03,+236.9247E-03
-10.9607999E+00,+601.6423E-03,+69.5606E-03
-10.9604499E+00,+601.6423E-03,+69.5606E-03
-10.9600999E+00,+618.7134E-03,+69.5606E-03
-10.9597499E+00,+601.6423E-03,+69.5607E-03
-10.9593999E+00,+601.6423E-03,+236.9247E-03
-10.9590499E+00,+601.6423E-03,+69.5606E-03
-10.9586999E+00,+584.5711E-03,+69.5606E-03
-10.9583499E+00,+618.7134E-03,-97.8034E-03
-10.9579999E+00,+601.6423E-03,+236.9247E-03
-10.9576499E+00,+601.6423E-03,+236.9247E-03
-10.9572999E+00,+584.5711E-03,+236.9247E-03
-10.9569499E+00,+567.5000E-03,+69.5606E-03
-10.9565999E+00,+635.7845E-03,+69.5606E-03
-10.9562499E+00,+584.5711E-03,+69.5606E-03
-10.9558999E+00,+635.7845E-03,+69.5606E-03
-10.9555499E+00,+601.6423E-03,+69.5607E-03
-10.9551999E+00,+618.7134E-03,+236.9247E-03
-10.9548499E+00,+635.7845E-03,+236.9247E-03
-10.9544999E+00,+601.6423E-03,+404.2887E-03
-10.9541499E+00,+618.7134E-03,+69.5606E-03
-10.9537999E+00,+601.6423E-03,+69.5606E-03
-10.9534499E+00,+635.7845E-03,-97.8034E-03
-10.9530999E+00,+584.5711E-03,+69.5606E-03
-10.9527499E+00,+601.6423E-03,-97.8034E-03
-10.9523999E+00,+584.5711E-03,+236.9247E-03
-10.9520499E+00,+601.6423E-03,+236.9246E-03
-10.9516999E+00,+601.6423E-03,-265.1674E-03
-10.9513499E+00,+618.7134E-03,+236.9247E-03
-10.9509999E+00,+601.6423E-03,+236.9247E-03
-10.9506499E+00,+584.5711E-03,+69.5606E-03
-10.9502999E+00,+601.6423E-03,-97.8033E-03
-10.9499499E+00,+584.5711E-03,+404.2887E-03
-10.9495999E+00,+635.7845E-03,+236.9246E-03
-10.9492499E+00,+601.6423E-03,-97.8033E-03
-10.9488999E+00,+601.6423E-03,+236.9247E-03
-10.9485499E+00,+584.5711E-03,+236.9247E-03
-10.9481999E+00,+584.5711E-03,+69.5606E-03
-10.9478499E+00,+635.7845E-03,-97.8033E-03
-10.9474999E+00,+618.7134E-03,+236.9246E-03
-10.9471499E+00,+618.7134E-03,-97.8034E-03
-10.9467999E+00,+618.7134E-03,+69.5607E-03
-10.9464499E+00,+584.5711E-03,+236.9247E-03
-10.9460999E+00,+601.6423E-03,+69.5606E-03
-10.9457499E+00,+567.5000E-03,-97.8034E-03
-10.9453999E+00,+601.6423E-03,+69.5606E-03
-10.9450499E+00,+567.5000E-03,+69.5606E-03
-10.9446999E+00,+618.7134E-03,+69.5606E-03
-10.9443499E+00,+635.7845E-03,+69.5606E-03
-10.9439999E+00,+618.7134E-03,+69.5607E-03
-10.9436499E+00,+618.7134E-03,+404.2887E-03
-10.9432999E+00,+567.5000E-03,+236.9247E-03
-10.9429499E+00,+618.7134E-03,+69.5606E-03
-10.9425999E+00,+601.6423E-03,+69.5606E-03
-10.9422499E+00,+601.6423E-03,+69.5606E-03
-10.9418999E+00,+618.7134E-03,+69.5607E-03
-10.9415499E+00,+584.5711E-03,+236.9247E-03
-10.9411999E+00,+584.5711E-03,+236.9247E-03
-10.9408499E+00,+584.5711E-03,+69.5606E-03
-10.9404999E+00,+601.6423E-03,+69.5606E-03
-10.9401499E+00,+635.7845E-03,+69.5607E-03
-10.9397999E+00,+550.4289E-03,+236.9247E-03
-10.9394499E+00,+601.6423E-03,+236.9247E-03
-10.9390999E+00,+652.8556E-03,+236.9246E-03
-10.9387499E+00,+618.7134E-03,-97.8034E-03
-10.9383999E+00,+567.5000E-03,+69.5606E-03
-10.9380499E+00,+618.7134E-03,-97.8033E-03
-10.9376999E+00,+601.6423E-03,+236.9246E-03
-10.9373499E+00,+618.7134E-03,-97.8034E-03
-10.9369999E+00,+567.5000E-03,-97.8034E-03
-10.9366499E+00,+635.7845E-03,+69.5606E-03
-10.9362999E+00,+601.6423E-03,+69.5606E-03
-10.9359499E+00,+635.7845E-03,+69.5606E-03
-10.9355999E+00,+618.7134E-03,+69.5606E-03
-10.9352499E+00,+584.5711E-03,+69.5606E-03
-10.9348999E+00,+635.7845E-03,+69.5606E-03
-10.9345499E+00,+584.5711E-03,+69.5606E-03
-10.9341999E+00,+601.6423E-03,+69.5607E-03
-10.9338498E+00,+584.5711E-03,+236.9247E-03
